Location Name,Location Type,Value Category,Value Name,Secondary Value Name,METRIC
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Race - Rates (2017),Black,,
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,0.18
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.29
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.21
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.29
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.26
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Generations 2017,Gen Z,,
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Generations 2017,Millennials,,0.17
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Generations 2017,Gen X,,0.35
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Generations 2017,Boomers,,0.29
"San Diego-Carlsbad, CA Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"San Diego-Carlsbad, CA Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.05
"San Diego-Carlsbad, CA Metro Area",,Organizations 2017,Educational or youth service,,0.20
"San Diego-Carlsbad, CA Metro Area",,Organizations 2017,Environmental or animal care,,0.06
"San Diego-Carlsbad, CA Metro Area",,Organizations 2017,Hospital or other health,,0.05
"San Diego-Carlsbad, CA Metro Area",,Organizations 2017,Public safety,,
"San Diego-Carlsbad, CA Metro Area",,Organizations 2017,Religious,,0.12
"San Diego-Carlsbad, CA Metro Area",,Organizations 2017,Social or community service,,0.19
"San Diego-Carlsbad, CA Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.29
"San Diego-Carlsbad, CA Metro Area",,Organizations 2017,Other,,0.04
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteer Rate,2017,,0.26
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,0.26
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,0.32
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,0.27
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,0.19
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Race - Rates (2017),White,,0.33
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Race - Rates (2017),Black,,
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,0.17
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.29
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.21
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.31
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.27
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Generations 2017,Gen Z,,
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Generations 2017,Millennials,,0.26
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Generations 2017,Gen X,,0.33
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Generations 2017,Boomers,,0.24
"San Francisco-Oakland-Hayward, CA Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"San Francisco-Oakland-Hayward, CA Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.03
"San Francisco-Oakland-Hayward, CA Metro Area",,Organizations 2017,Educational or youth service,,0.19
"San Francisco-Oakland-Hayward, CA Metro Area",,Organizations 2017,Environmental or animal care,,0.06
"San Francisco-Oakland-Hayward, CA Metro Area",,Organizations 2017,Hospital or other health,,0.07
"San Francisco-Oakland-Hayward, CA Metro Area",,Organizations 2017,Public safety,,
"San Francisco-Oakland-Hayward, CA Metro Area",,Organizations 2017,Religious,,0.15
"San Francisco-Oakland-Hayward, CA Metro Area",,Organizations 2017,Social or community service,,0.21
"San Francisco-Oakland-Hayward, CA Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.28
"San Francisco-Oakland-Hayward, CA Metro Area",,Organizations 2017,Other,,0.02
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteer Rate,2017,,0.33
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Race - Rates (2017),White,,0.35
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Race - Rates (2017),Black,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.38
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.29
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.37
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.34
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Generations 2017,Gen Z,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Generations 2017,Millennials,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Generations 2017,Gen X,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Generations 2017,Boomers,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Organizations 2017,"Civic, political, professional or international",,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Organizations 2017,Educational or youth service,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Organizations 2017,Environmental or animal care,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Organizations 2017,Hospital or other health,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Organizations 2017,Public safety,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Organizations 2017,Religious,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Organizations 2017,Social or community service,,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",,Organizations 2017,Other,,
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteer Rate,2017,,0.38
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,0.28
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,0.45
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,0.42
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,0.33
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Race - Rates (2017),White,,0.41
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.39
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.32
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.44
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.37
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Generations 2017,Millennials,,0.30
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Generations 2017,Gen X,,0.46
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Generations 2017,Boomers,,0.36
"Seattle-Tacoma-Bellevue, WA Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Seattle-Tacoma-Bellevue, WA Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.02
"Seattle-Tacoma-Bellevue, WA Metro Area",,Organizations 2017,Educational or youth service,,0.18
"Seattle-Tacoma-Bellevue, WA Metro Area",,Organizations 2017,Environmental or animal care,,0.05
"Seattle-Tacoma-Bellevue, WA Metro Area",,Organizations 2017,Hospital or other health,,0.03
"Seattle-Tacoma-Bellevue, WA Metro Area",,Organizations 2017,Public safety,,0.01
"Seattle-Tacoma-Bellevue, WA Metro Area",,Organizations 2017,Religious,,0.14
"Seattle-Tacoma-Bellevue, WA Metro Area",,Organizations 2017,Social or community service,,0.27
"Seattle-Tacoma-Bellevue, WA Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.28
"Seattle-Tacoma-Bellevue, WA Metro Area",,Organizations 2017,Other,,0.02
"St. Louis, MO-IL Metro Area",,Volunteer Rate,2017,,0.31
"St. Louis, MO-IL Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"St. Louis, MO-IL Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"St. Louis, MO-IL Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"St. Louis, MO-IL Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"St. Louis, MO-IL Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"St. Louis, MO-IL Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"St. Louis, MO-IL Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,0.29
"St. Louis, MO-IL Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"St. Louis, MO-IL Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"St. Louis, MO-IL Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,0.30
"St. Louis, MO-IL Metro Area",,Volunteering by Race - Rates (2017),White,,0.35
"St. Louis, MO-IL Metro Area",,Volunteering by Race - Rates (2017),Black,,
"St. Louis, MO-IL Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"St. Louis, MO-IL Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.32
"St. Louis, MO-IL Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.27
"St. Louis, MO-IL Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.35
"St. Louis, MO-IL Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"St. Louis, MO-IL Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.32
"St. Louis, MO-IL Metro Area",,Volunteering by Generations 2017,Gen Z,,
"St. Louis, MO-IL Metro Area",,Volunteering by Generations 2017,Millennials,,0.30
"St. Louis, MO-IL Metro Area",,Volunteering by Generations 2017,Gen X,,0.43
"St. Louis, MO-IL Metro Area",,Volunteering by Generations 2017,Boomers,,0.28
"St. Louis, MO-IL Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"St. Louis, MO-IL Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.05
"St. Louis, MO-IL Metro Area",,Organizations 2017,Educational or youth service,,0.17
"St. Louis, MO-IL Metro Area",,Organizations 2017,Environmental or animal care,,0.02
"St. Louis, MO-IL Metro Area",,Organizations 2017,Hospital or other health,,0.03
"St. Louis, MO-IL Metro Area",,Organizations 2017,Public safety,,0.02
"St. Louis, MO-IL Metro Area",,Organizations 2017,Religious,,0.24
"St. Louis, MO-IL Metro Area",,Organizations 2017,Social or community service,,0.23
"St. Louis, MO-IL Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.22
"St. Louis, MO-IL Metro Area",,Organizations 2017,Other,,0.02
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteer Rate,2017,,0.26
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,0.20
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Race - Rates (2017),White,,0.27
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.27
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.23
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.29
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.26
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Generations 2017,Millennials,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Generations 2017,Gen X,,0.30
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Generations 2017,Boomers,,0.28
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.03
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Organizations 2017,Educational or youth service,,0.14
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Organizations 2017,Environmental or animal care,,0.03
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Organizations 2017,Hospital or other health,,0.11
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Organizations 2017,Public safety,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Organizations 2017,Religious,,0.21
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Organizations 2017,Social or community service,,0.25
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.19
"Tampa-St. Petersburg-Clearwater, FL Metro Area",,Organizations 2017,Other,,0.04
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteer Rate,2017,,0.32
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Race - Rates (2017),White,,0.37
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Race - Rates (2017),Black,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.32
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.23
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.39
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.31
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Generations 2017,Millennials,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Generations 2017,Gen X,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Generations 2017,Boomers,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Organizations 2017,"Civic, political, professional or international",,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Organizations 2017,Educational or youth service,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Organizations 2017,Environmental or animal care,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Organizations 2017,Hospital or other health,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Organizations 2017,Public safety,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Organizations 2017,Religious,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Organizations 2017,Social or community service,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",,Organizations 2017,Other,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteer Rate,2017,,0.38
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Age Group - Rates (2017),16-19,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Age Group - Rates (2017),20-24,,0.38
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Age Group - Rates (2017),16-24,,0.42
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Age Group - Rates (2017),25-34,,0.32
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Age Group - Rates (2017),35-44,,0.45
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Age Group - Rates (2017),45-54,,0.45
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Age Group - Rates (2017),55-64,,0.35
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Age Group - Rates (2017),65-74,,0.34
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Age Group - Rates (2017),75 and over,,0.21
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Age Group - Rates (2017),65 and over,,0.29
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Race - Rates (2017),White,,0.39
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Race - Rates (2017),Black,,0.40
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Ethnicity - Rates (2017),Latino,,0.23
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Ethnicity - Rates (2017),Non-Latino,,0.41
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Gender - Rates (2017),Male,,0.32
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Gender - Rates (2017),Female,,0.44
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Veterans - Rates (2017),Veteran,,0.36
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Veterans - Rates (2017),Non-Veteran,,0.38
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Generations 2017,Gen Z,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Generations 2017,Millennials,,0.36
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Generations 2017,Gen X,,0.43
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Generations 2017,Boomers,,0.37
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Volunteering by Generations 2017,Long Civic and Silent Generations,,0.24
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Organizations 2017,"Civic, political, professional or international",,0.05
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Organizations 2017,Educational or youth service,,0.17
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Organizations 2017,Environmental or animal care,,0.04
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Organizations 2017,Hospital or other health,,0.03
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Organizations 2017,Public safety,,0.02
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Organizations 2017,Religious,,0.17
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Organizations 2017,Social or community service,,0.26
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Organizations 2017,"Sport, hobby, cultural or arts",,0.19
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",,Organizations 2017,Other,,0.05
